created,text,retwc,hashtag,followers,friends
2021-10-10 22:48:54,b'RT @TOICitiesNews: Maharashtra seeks cut in Covishield vaccines gap https://t.co/pr494t88XX',1,None,3228,8
2021-10-10 22:38:39,b'RT @TOICitiesNews: Maharashtra seeks cut in Covishield vaccines gap https://t.co/pr494t88XX',1,None,4,41
2021-10-10 22:30:36,"b'#DrongoVaccineAlert #COVIDVaccination 2 Doses of COVISHIELD available on 11-10-2021 for 18+ at SC Gonder 1, Gonder, Karnal'",0,DrongoVaccineAlert,662,0
2021-10-10 22:30:11,"b'RT @SmartDrongo: #DrongoVaccineAlert #COVIDVaccination 188 Doses of COVISHIELD available on 11-10-2021 for 18+ at CHC NAHARPUR, Naharpur CH\xe2\x80\xa6'",1,DrongoVaccineAlert,662,0
2021-10-10 22:30:05,"b'#DrongoVaccineAlert #COVIDVaccination 188 Doses of COVISHIELD available on 11-10-2021 for 18+ at CHC NAHARPUR, Naharpur CHC, Yamunanagar'",1,DrongoVaccineAlert,662,0
2021-10-10 22:10:28,"b'@ScienceWDrDoug Trials in UK, South Africa, Brazil in april 2020.\n\nWeeks later......\n\nUK strain\nBrazil strain\nSouth\xe2\x80\xa6 https://t.co/4GoyKXxUZP'",2,None,279,391
2021-10-10 21:37:49,b'RT @cbm1963: Two days after 2nd dose of Covishield my office driver has suffered brain stroke @Rita_Banerji @sanchak74 @shuvankr',96,None,5769,3343
2021-10-10 21:29:06,"b""RT @ARanganathan72: Indian Covishield now approved by the UK.\n\nWell-done, @PMOIndia and @DrSJaishankar. Don't know what it was that worked\xe2\x80\xa6""",3127,None,5010,5278
2021-10-10 21:25:53,b'@BhojRSingh @trishie818 @CommonSenseMD1 Interesting. Wonder why there would be such a difference between Sputnik V\xe2\x80\xa6 https://t.co/j9MG6rwpBf',0,None,2147,163
2021-10-10 21:09:53,"b'One of Covishield AE, 18 year old man, died after 7 days of hospitalization. https://t.co/y3OGKANDoU'",0,None,58,28
2021-10-10 21:05:40,"b'RT @LeongWaiKitCNA: 1m doses of Covishield vaccines donated by #India arrive in #Myanmar \n\nSo far, Myanmar has fully vaccinated 10.8% of ad\xe2\x80\xa6'",28,India,170,1411
2021-10-10 20:51:50,"b'One million doses of the #Covishield #coronavirus #vaccine reached Dhaka from #India on Saturday, part of the 30 mi\xe2\x80\xa6 https://t.co/tayEAE18k3'",0,Covishield,2687,173
2021-10-10 20:49:43,"b'RT @albd1971: One million doses of the #Covishield #coronavirus #vaccine reached Dhaka from #India on Saturday, part of the 30 million dose\xe2\x80\xa6'",1,Covishield,1271,2
2021-10-10 20:49:37,"b'One million doses of the #Covishield #coronavirus #vaccine reached Dhaka from #India on Saturday, part of the 30 mi\xe2\x80\xa6 https://t.co/SDqPeiHxno'",1,Covishield,561354,1569
2021-10-10 20:30:15,b'#DrongoVaccineAlert #COVIDVaccination 348 Doses of COVISHIELD available on 11-10-2021 for 18+ at Civil Hospital Kar\xe2\x80\xa6 https://t.co/2R0b0XaEoe',0,DrongoVaccineAlert,662,0
2021-10-10 20:30:11,"b'#DrongoVaccineAlert #COVIDVaccination 2 Doses of COVISHIELD available on 11-10-2021 for 18+ at Sagga PHC, VPO SAGGA KARNAL, Karnal'",0,DrongoVaccineAlert,662,0
2021-10-10 20:28:49,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,6,67
2021-10-10 20:25:57,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,288,211
2021-10-10 20:19:41,"b'RT @iliashussain: Since, according to @Rameswar_Teli, increased cost of fuel is to recover the cost of vaccine which is being administered\xe2\x80\xa6'",3,None,203,3279
2021-10-10 20:05:08,b'RT @aradhanam7000: The fact that UK is not recognising Covishield is not only in bad taste for bilateral relations between the two countrie\xe2\x80\xa6',30,None,40,124
2021-10-10 19:59:05,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,801,606
2021-10-10 19:56:52,"b'RT @BgmVaccineWatch: [10/10] COVISHIELD (Dose 1 Qty-104, Dose 2 Qty-87, Ages-18+, Dates-10/10, 12/10, 14/10, 16/10) available at - Noble Ca\xe2\x80\xa6'",1,None,70,10
2021-10-10 19:56:12,"b'[10/10] COVISHIELD (Dose 1 Qty-104, Dose 2 Qty-87, Ages-18+, Dates-10/10, 12/10, 14/10, 16/10) available at - Noble\xe2\x80\xa6 https://t.co/2feCFUxkSt'",1,None,77,3
2021-10-10 19:54:42,"b'RT @AdilKh88092068: Everything is fine but when flight open directly, when will we Indians get approval in Saudi to go directly, and when w\xe2\x80\xa6'",7,None,30,120
2021-10-10 19:50:09,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,26,149
2021-10-10 19:49:16,b'RT @vigcit99: @KetanD82 Why to rule out the possibility of Covid Vaccines being a factor in triggering the cardiac arrest? Vaccine-induced\xe2\x80\xa6',1,None,0,23
2021-10-10 19:46:23,b'@KetanD82 Why to rule out the possibility of Covid Vaccines being a factor in triggering the cardiac arrest? Vaccin\xe2\x80\xa6 https://t.co/9foVRWEF6I',1,None,1034,368
2021-10-10 19:44:09,"b'RT @gvenugopalan: India: post vaccination death #4946\n\nHimachal Pradesh: Kangra district\n\n74 y/o man, Om Prakash Sood, resident of Gopalpur\xe2\x80\xa6'",14,None,831,4962
2021-10-10 19:43:18,"b'RT @gvenugopalan: India: post vaccination death #4946\n\nHimachal Pradesh: Kangra district\n\n74 y/o man, Om Prakash Sood, resident of Gopalpur\xe2\x80\xa6'",14,None,4976,5058
2021-10-10 19:39:01,b'@NHMGujarat\nI had taken my 1st COVISHIELD dose at Dediyapada-1 subcenter on 17.06.21. On completing 84 days on 09.1\xe2\x80\xa6 https://t.co/4F47aJ9mAN',0,None,0,3
2021-10-10 19:36:30,b'@mdnhmgujarat \nI had taken my 1st COVISHIELD dose at Dediyapada-1 subcenter on 17.06.21. On completing 84 days on 0\xe2\x80\xa6 https://t.co/UZjmD1cHCr',0,None,0,3
2021-10-10 19:36:09,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,17,157
2021-10-10 19:33:42,"b""RT @dmuthuk: My wife's uncle who was a Doctor passed away yesterday due to Covid. He had taken both the shots of Covishield. Don't let your\xe2\x80\xa6""",218,None,11,33
2021-10-10 19:28:09,"b'@MoHFW_GUJARAT Sir,\nI had taken my 1st COVISHIELD dose at Dediyapada-1 subcenter on 17.06.21. On completing 84 days\xe2\x80\xa6 https://t.co/O0dzYmmmlc'",0,None,0,3
2021-10-10 19:11:27,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,1050,5003
2021-10-10 19:10:19,"b'RT @LeongWaiKitCNA: 1m doses of Covishield vaccines donated by #India arrive in #Myanmar \n\nSo far, Myanmar has fully vaccinated 10.8% of ad\xe2\x80\xa6'",28,India,4198,3536
2021-10-10 19:10:07,"b'RT @LeongWaiKitCNA: 1m doses of Covishield vaccines donated by #India arrive in #Myanmar \n\nSo far, Myanmar has fully vaccinated 10.8% of ad\xe2\x80\xa6'",28,India,339,251
2021-10-10 19:09:21,"b'RT @LeongWaiKitCNA: 1m doses of Covishield vaccines donated by #India arrive in #Myanmar \n\nSo far, Myanmar has fully vaccinated 10.8% of ad\xe2\x80\xa6'",28,India,5631,965
2021-10-10 18:59:33,b'@Gujarati_Bhabhi @iKavyaSharma02 @babitayadava00 @GcLOpMHzJZxB8ns @hindi_incest_so @HawasWaliBhabhi @gamingaikwad\xe2\x80\xa6 https://t.co/nXxdF3c2xB',0,None,303353,46
2021-10-10 18:52:29,b'@TMCaTweetAway  what is the prodecure for 2nd dose of covishield for employes for working in abroad',0,None,0,2
2021-10-10 18:44:09,b'RT @Testrisha: test3 Maharashtra seeks cut in Covishield vaccines gap https://t.co/Oz2Bb1xSYi',1,None,3228,8
2021-10-10 18:35:35,"b'#VaccineFor18Plus #KolhapurVaccineUpdate\nCenter: Aster Aadhar Hospital, Near Shastri Nagar - 416008\nMin Age Limit:\xe2\x80\xa6 https://t.co/GiOHOYXgxI'",0,VaccineFor18Plus,117,25
2021-10-10 18:35:15,b'RT @RLR_BTM: COVAXIN &amp; COVISHIELD will be given at the following locations for the benefit of the citizens.\n\nKindly make use of this opport\xe2\x80\xa6',5,None,17,4
2021-10-10 18:34:08,b'test3 Maharashtra seeks cut in Covishield vaccines gap https://t.co/Oz2Bb1xSYi',1,None,22,74
2021-10-10 18:30:56,b'#DrongoVaccineAlert #COVIDVaccination 1 Doses of COVISHIELD available on 11-10-2021 for 18+ at Shiv Mandir Shivaji\xe2\x80\xa6 https://t.co/s4bjNw1Z1b',0,DrongoVaccineAlert,662,0
2021-10-10 18:30:49,"b'#DrongoVaccineAlert #COVIDVaccination 2 Doses of COVISHIELD available on 11-10-2021 for 18+ at Barota PHC, Barota, Karnal'",0,DrongoVaccineAlert,662,0
2021-10-10 18:30:35,"b'#VaccineFor18Plus #KolhapurVaccineUpdate\nCenter: Khupire RH, Khupire - 416205\nMin Age Limit: 18\nVaccine: COVISHIELD\xe2\x80\xa6 https://t.co/snFZvVD1y6'",0,VaccineFor18Plus,117,25
2021-10-10 18:30:34,"b'#VaccineFor18Plus #KolhapurVaccineUpdate\nCenter: Aster Aadhar Hospital, Near Shastri Nagar - 416008\nMin Age Limit:\xe2\x80\xa6 https://t.co/t0HvoniDGJ'",0,VaccineFor18Plus,117,25
2021-10-10 18:30:33,b'#DrongoVaccineAlert #COVIDVaccination 349 Doses of COVISHIELD available on 11-10-2021 for 18+ at Civil Hospital Kar\xe2\x80\xa6 https://t.co/fTlpk8SMYR',0,DrongoVaccineAlert,662,0
2021-10-10 18:30:29,b'#DrongoVaccineAlert #COVIDVaccination 89 Doses of COVISHIELD available on 11-10-2021 for 18+ at KCGMC PEDIATRIC OPD\xe2\x80\xa6 https://t.co/gkpYY5GFmf',0,DrongoVaccineAlert,662,0
2021-10-10 18:30:27,"b'RT @SmartDrongo: #DrongoVaccineAlert #COVIDVaccination 194 Doses of COVISHIELD available on 11-10-2021 for 18+ at Bilaspur CHC, Village Bil\xe2\x80\xa6'",1,DrongoVaccineAlert,662,0
2021-10-10 18:30:25,"b'RT @SmartDrongo: #DrongoVaccineAlert #COVIDVaccination 166 Doses of COVISHIELD available on 11-10-2021 for 18+ at HUDA DISP NEW, HUDA DISP\xe2\x80\xa6'",1,DrongoVaccineAlert,662,0
2021-10-10 18:30:20,"b'#DrongoVaccineAlert #COVIDVaccination 194 Doses of COVISHIELD available on 11-10-2021 for 18+ at Bilaspur CHC, Village Bilaspur, Yamunanagar'",1,DrongoVaccineAlert,662,0
2021-10-10 18:30:19,"b'#DrongoVaccineAlert #COVIDVaccination 166 Doses of COVISHIELD available on 11-10-2021 for 18+ at HUDA DISP NEW, HUD\xe2\x80\xa6 https://t.co/c4V6G4Y2kk'",1,DrongoVaccineAlert,662,0
2021-10-10 18:26:16,"b'RT @AdilKh88092068: Everything is fine but when flight open directly, when will we Indians get approval in Saudi to go directly, and when w\xe2\x80\xa6'",7,None,8,38
2021-10-10 18:21:59,"b""@mohmaaya Sanctions also the reason we cant directly send them Covishield as it's not our IP. \n\nMaybe Sputnik V will also do.""",0,None,935,1313
2021-10-10 18:10:47,"b'RT @AdilKh88092068: Everything is fine but when flight open directly, when will we Indians get approval in Saudi to go directly, and when w\xe2\x80\xa6'",7,None,13,67
2021-10-10 18:10:12,"b'@VishnuFNO @dude_basu @ProsaicView Sorry about your loss - maybe it was not vax related, \nbut there must be a reaso\xe2\x80\xa6 https://t.co/cE1z2dCqG1'",1,None,4191,168
2021-10-10 18:08:13,"b'RT @AdilKh88092068: Everything is fine but when flight open directly, when will we Indians get approval in Saudi to go directly, and when w\xe2\x80\xa6'",7,None,11,134
2021-10-10 18:07:00,b'RT @AlexWEllis: No quarantine for Indian \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 travellers to UK \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 fully vaccinated with Covishield or another UK-approved vaccine from 11 Oct\xe2\x80\xa6',4477,None,14,651
2021-10-10 18:02:45,"b""@AirFranceIN Hi, how many days should be the gap between travel date and 2nd dose of Covishield? My uncle's 2nd dos\xe2\x80\xa6 https://t.co/BIf2j1oXtf""",0,None,677,1345
2021-10-10 17:59:40,b'@aajtak Abhi kuch din pehle aapke he news channel pe update aaya k covaxin aur covishield lagwaane se immunity afte\xe2\x80\xa6 https://t.co/WJjhQiq9B7',0,None,1,43
2021-10-10 17:57:57,"b'RT @MadhavRW: @PIB_India @MoHFW_INDIA @COVIDNewsByMIB I along with my hospital staff taken COVISHIELD, None get symptoms like this.. some g\xe2\x80\xa6'",1,None,932,673
2021-10-10 17:56:37,b'RT @PIB_India: #Covishield vaccine continues to have a definite positive benefit risk profile with tremendous potential to prevent infectio\xe2\x80\xa6',43,Covishield,932,673
2021-10-10 17:55:45,b'RT @PIB_India: .@MoHFW_INDIA is issuing advisories to healthcare workers &amp; vaccine beneficiaries to encourage people to be aware of suspect\xe2\x80\xa6',1087,None,932,673
2021-10-10 17:55:40,b'I think it makes sense to reduce the gap since we have a good supply no. Maharashtra seeks cut in Covishield vaccin\xe2\x80\xa6 https://t.co/UGVGt1cs97',0,None,228,293
2021-10-10 17:49:21,"b'@ProsaicView @dude_basu Govt continues to administer Covaxin, which could not obtain approval of WHO even after man\xe2\x80\xa6 https://t.co/9ziiaGiO3h'",0,None,932,673
2021-10-10 17:42:49,"b""@thearmourfalls I'm from India nd we had covishield and covaxin and some people got fever for a few hours but it di\xe2\x80\xa6 https://t.co/QKhSsx1BL7""",0,None,2394,2744
2021-10-10 17:41:33,b'@Navneet731 @Talk2DocAnisha @abdullah_0mar The British Invented the Covishield vaccine.\n\nThe Covaxin invented by hi\xe2\x80\xa6 https://t.co/aFI95EvSR0',0,None,0,0
2021-10-10 17:26:21,"b'Today, the Office of District Magistrate South West organised Mega COVID Vaccination Camp at Dwarka Sector 10 Ramli\xe2\x80\xa6 https://t.co/1dka39wSC9'",0,None,5969,22
2021-10-10 17:25:09,"b'RT @ANI: COVID19 | In its revised travel advisory, the UK government says Covishield qualifies as an approved vaccine https://t.co/B5R52cDu\xe2\x80\xa6'",2209,None,9,327
2021-10-10 17:21:38,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,302,83
2021-10-10 17:21:05,"b'@Navneet731 @Talk2DocAnisha @abdullah_0mar In short, the foolish and shameless hindus are compelled to depend up on\xe2\x80\xa6 https://t.co/ypopeZd6sp'",0,None,0,0
2021-10-10 17:20:45,"b'@Navneet731 @Talk2DocAnisha @abdullah_0mar As per the latest news reports, 88% Indians depended up on the British i\xe2\x80\xa6 https://t.co/FNT3SgczGF'",0,None,0,0
2021-10-10 17:19:59,b'RT @azeemkhan1234: @AljawazatKSA greetings sir I am Indian resident in ksa and took 2 doses of Pfizer vaccine and went on vacation to India\xe2\x80\xa6',1,None,18,103
2021-10-10 17:19:23,"b'RT @AdilKh88092068: Everything is fine but when flight open directly, when will we Indians get approval in Saudi to go directly, and when w\xe2\x80\xa6'",7,None,333,600
2021-10-10 17:18:48,b'@AljawazatKSA greetings sir I am Indian resident in ksa and took 2 doses of Pfizer vaccine and went on vacation to\xe2\x80\xa6 https://t.co/HzeiaQVVhb',1,None,18,103
2021-10-10 17:11:27,b'@EkNashwar It\xe2\x80\x99s not a bad idea but Govt recently said there are no plans to reduce interval:\xe2\x80\xa6 https://t.co/U8Ov0R0ZiK',0,None,2600,122
2021-10-10 17:10:03,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,728,484
2021-10-10 17:08:39,b'RT @VivekKu69393090: @AdilKh88092068 @bashirahmed073 @DrSJaishankar @ksagaca @FaisalbinFarhan Everything is fine but when flight open direc\xe2\x80\xa6',1,None,83,196
2021-10-10 17:08:35,"b'RT @AdilKh88092068: Everything is fine but when flight open directly, when will we Indians get approval in Saudi to go directly, and when w\xe2\x80\xa6'",7,None,83,196
2021-10-10 16:56:08,b'NW Delhi has at least 22990 new slots available between 10-10-21 &amp; 17-10-21.\n\nCovishield:\nDose1- 18+/45+:7573/0\nDos\xe2\x80\xa6 https://t.co/7Vdw28ueDq',0,None,209,8
2021-10-10 16:34:08,b'NW Delhi has at least 16004 new slots available between 10-10-21 &amp; 17-10-21.\n\nCovishield:\nDose1- 18+/45+:4364/0\nDos\xe2\x80\xa6 https://t.co/HmfE6LHbxZ',0,None,209,8
2021-10-10 16:30:49,"b'#DrongoVaccineAlert #COVIDVaccination 2 Doses of COVISHIELD available on 11-10-2021 for 18+ at SC Sanwat, SC Sanwat, Karnal'",0,DrongoVaccineAlert,662,0
2021-10-10 16:30:49,"b'#DrongoVaccineAlert #COVIDVaccination 2 Doses of COVISHIELD available on 11-10-2021 for 18+ at SC Bastali, SC Bastali, Karnal'",0,DrongoVaccineAlert,662,0
2021-10-10 16:30:48,"b'#DrongoVaccineAlert #COVIDVaccination 1 Doses of COVISHIELD available on 11-10-2021 for 18+ at Taraori CHC, Taraori CHC, Karnal'",0,DrongoVaccineAlert,662,0
2021-10-09 03:40:15,b'RT @AlexWEllis: No quarantine for Indian \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 travellers to UK \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 fully vaccinated with Covishield or another UK-approved vaccine from 11 Oct\xe2\x80\xa6',4477,None,3,26
2021-10-09 03:40:06,"b'RatoPati: Vero Cell found to have developed 72.4 percent antibody against COVID-19, more than Covishield: Research - https://t.co/O2x2OhHqYE'",0,None,13372,58
2021-10-09 03:40:06,"b'RatoPati: Vero Cell found to have developed 72.4 percent antibody against COVID-19, more than Covishield: Research\nhttps://t.co/nPeVZbk82A -'",0,None,13372,58
2021-10-09 03:39:22,b'@todonoticias Y la Covishield ????',0,None,39,162
2021-10-09 03:38:02,b'RT @ANI: #WATCH | No quarantine for Indian travellers to UK fully vaccinated with Covishield or another UK-approved vaccine from October 11\xe2\x80\xa6',2206,WATCH,3,19
2021-10-09 03:37:50,"b'RT @htTweets: Indian travellers fully vaccinated with both doses of #Covishield will not require to be quarantined in the United Kingdom, s\xe2\x80\xa6'",24,Covishield,190,1974
2021-10-09 03:37:27,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,44,63
2021-10-09 03:36:59,"b""'During his meeting with EAM Jaishankar, he raised the issue of border rows, deliveries of Covishield vaccines and\xe2\x80\xa6 https://t.co/x3u2kUthFL""",4,None,3745,624
2021-10-09 03:36:43,"b'RT @kathmandupost: Antibodies from Vero Cell, Covishield jabs drop after 60 days\n\nThe study by Nepal Health Research Council calls for furt\xe2\x80\xa6'",7,None,742,975
2021-10-09 03:35:43,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,837,616
2021-10-09 03:34:40,"b'RT @kathmandupost: Antibodies from Vero Cell, Covishield jabs drop after 60 days\n\nThe study by Nepal Health Research Council calls for furt\xe2\x80\xa6'",7,None,55,99
2021-10-09 03:33:37,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,89,460
2021-10-09 03:33:00,"b'@avinash_b01 Singapore also administered COVISHIELD???\n\nIf not for india, we should compare with one &amp; only UK is fair...'",0,None,1256,295
2021-10-09 03:32:22,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,514,2972
2021-10-09 03:31:24,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,102,266
2021-10-09 03:31:21,b'RT @RLR_BTM: COVAXIN &amp; COVISHIELD will be given at the following locations for the benefit of the citizens.\n\nKindly make use of this opport\xe2\x80\xa6',10,None,586,608
2021-10-09 03:31:05,b'@TheFinalTouch14 The\xc2\xa0WHO has recognised Covishield\xc2\xa0but Bharat Biotech\xe2\x80\x99s Covaxin is still waiting for its nod.\n\nThat\xe2\x80\xa6 https://t.co/pl1RFmUYsL',0,None,669,14
2021-10-09 03:30:26,"b'18-44 #BBMP #Bengaluru #CovidVaccine Availability for 09/10 at 09:00AM\nFREE Slots \n#COVISHIELD - Dose1:2217, Dose2:\xe2\x80\xa6 https://t.co/9wy03QEytu'",0,BBMP,26,0
2021-10-09 03:30:15,b'18-44 #URBAN #Bengaluru #CovidVaccine Availability for 09/10 at 09:00AM\nFREE Slots 0\nPAID Slots \n#COVISHIELD - Dose\xe2\x80\xa6 https://t.co/8iTe0kVA5P',0,URBAN,26,0
2021-10-09 03:30:05,"b'18-44 #RURAL #Bengaluru #CovidVaccine Availability for 09/10 at 09:00AM\nFREE Slots \n#COVAXIN - Dose1:0, Dose2:1\nPAI\xe2\x80\xa6 https://t.co/zItFAB553R'",0,RURAL,26,0
2021-10-09 03:30:03,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,42,44
2021-10-09 03:28:51,"b'Exclusive | Senior Nepali leader Mahat bats for dialogue with India; Raises Covishield, border issues , India News\xe2\x80\xa6 https://t.co/CutyucOTij'",0,None,11734,1648
2021-10-09 03:28:06,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,270,493
2021-10-09 03:26:52,"b'RT @BgmVaccineWatch: [09/10] COVISHIELD (Dose 1 Qty-20, Dose 2 Qty-15, Ages-18+, Dates-09/10) available at - Venugram Hospital PVT Belagavi\xe2\x80\xa6'",1,None,70,10
2021-10-09 03:26:43,"b'RT @htTweets: Indian travellers fully vaccinated with both doses of #Covishield will not require to be quarantined in the United Kingdom, s\xe2\x80\xa6'",24,Covishield,513,665
2021-10-09 03:26:30,b'RT @AlexWEllis: No quarantine for Indian \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 travellers to UK \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 fully vaccinated with Covishield or another UK-approved vaccine from 11 Oct\xe2\x80\xa6',4477,None,8,2
2021-10-09 03:26:12,"b'[09/10] COVISHIELD (Dose 1 Qty-20, Dose 2 Qty-15, Ages-18+, Dates-09/10) available at - Venugram Hospital PVT Belag\xe2\x80\xa6 https://t.co/Xc4cysKVn6'",1,None,77,3
2021-10-09 03:25:38,"b'Vero Cell found to have developed 72.4 percent antibody against COVID-19, more than Covishield: Research\xe2\x80\xa6 https://t.co/xsjssisGIL'",0,None,154,1
2021-10-09 03:25:21,b'Only 12 weeks left till Dec 31\nThose getting Covishield as first dose from now will not be fully vaccinated by year\xe2\x80\xa6 https://t.co/28CWTRbepX',0,None,12151,54
2021-10-09 03:25:00,"b'Antibodies from Vero Cell, Covishield jabs drop after 60 days\n\nThe study by Nepal Health Research Council calls for\xe2\x80\xa6 https://t.co/aSW4ZhFwXG'",7,None,532948,77
2021-10-09 03:24:04,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,352,762
2021-10-09 03:23:17,b'RT @DrJohnB2: A 18-year-old man\n- After getting the 1st dose of the #CovidVaccine (Covishield): headache &amp; recurrent vomiting for five days\xe2\x80\xa6',2845,CovidVaccine,373,774
